partner_id,region,payment_rail_type,is_master_affiliate,tier,tenure_months,avg_commission_3m,commission_volatility,login_count_30d,days_since_last_interaction,dashboard_usage_score,asset_download_count_30d,payment_delay_flag,unresolved_ticket_count,negative_sentiment_score,tier_proximity_score,traffic_quality_score,subnetwork_avg_health_score,subnetwork_recent_churn_count,churn_label,login_trend_30d,revenue_velocity,commission_trend_90d,conversion_rate_wow,churn_scenario,created_at,updated_at
P13272,MENA,Bank,False,Gold,1,3357.68,733.99,23,3,0.7402,5,False,0,0.17,0.0,0.6223,,0,False,0.213,-0.69,-0.098,0.0074,Healthy,2026-02-07T04:12:17.222205,2026-02-07T04:12:17.222206
P13273,MENA,Crypto,False,Bronze,28,1667.66,623.39,6,8,0.5419,5,False,0,0.18,1.0,0.5411,,0,False,0.177,19.16,-0.033,-0.0113,Healthy,2026-02-07T04:12:17.222257,2026-02-07T04:12:17.222258
P13274,APAC,Crypto,True,Bronze,39,1100.03,417.7,27,5,0.6457,1,False,2,0.07,1.0,0.6596,64.29,10,False,0.392,-0.7,-0.047,-0.0029,Healthy,2026-02-07T04:12:17.222309,2026-02-07T04:12:17.222310
P13275,APAC,Crypto,False,Bronze,6,1138.48,299.34,10,9,0.5211,2,False,1,0.26,1.0,0.6811,,0,True,-0.247,-29.77,-0.058,0.0022,Passive_Disengagement,2026-02-07T04:12:17.222361,2026-02-07T04:12:17.222362
P13276,CIS,Crypto,False,Bronze,6,2323.2,730.4,24,1,0.4309,6,False,1,0.06,1.0,0.6131,,0,False,0.154,-6.25,0.021,0.0159,Healthy,2026-02-07T04:12:17.222417,2026-02-07T04:12:17.222418
P13277,CIS,Bank,False,Silver,39,2287.68,567.37,17,2,0.6622,6,False,1,0.17,1.0,0.2669,,0,False,-0.13,-8.63,0.056,0.0419,Healthy,2026-02-07T04:12:17.222472,2026-02-07T04:12:17.222473
P13278,APAC,Crypto,False,Platinum,2,1195.64,440.91,15,6,0.5909,1,False,0,0.34,0.0,0.2623,,0,True,-0.315,-132.91,0.142,-0.0619,Tier_Cliff_Anxiety,2026-02-07T04:12:17.222528,2026-02-07T04:12:17.222529
P13279,EMEA,Bank,False,Bronze,24,1230.93,581.69,21,6,0.4082,7,False,0,0.2,1.0,0.7304,,0,False,0.411,-14.08,0.08,-0.0162,Healthy,2026-02-07T04:12:17.222579,2026-02-07T04:12:17.222580
P13280,APAC,P2P,False,Bronze,4,1312.77,239.32,19,1,0.5275,0,False,0,0.29,1.0,0.4469,,0,False,-0.054,6.81,0.041,0.0059,Healthy,2026-02-07T04:12:17.222634,2026-02-07T04:12:17.222634
P13281,Africa,Bank,False,Bronze,49,2992.48,1071.91,24,10,0.372,2,False,1,0.48,1.0,0.733,,0,False,0.173,-33.76,-0.025,0.0153,Healthy,2026-02-07T04:12:17.222686,2026-02-07T04:12:17.222687
P13282,EMEA,P2P,False,Bronze,10,1002.68,207.76,16,0,0.4109,1,False,1,0.36,1.0,0.7926,,0,False,-0.307,12.65,-0.109,0.0281,Healthy,2026-02-07T04:12:17.222737,2026-02-07T04:12:17.222738
P13283,EMEA,Crypto,True,Silver,13,43987.37,13394.75,14,4,0.5691,5,False,0,0.18,1.0,0.579,86.96,6,False,0.137,38.67,0.016,0.0139,Healthy,2026-02-07T04:12:17.222800,2026-02-07T04:12:17.222801
P13284,APAC,P2P,False,Bronze,6,5458.63,1700.5,25,2,0.4373,3,False,0,0.13,1.0,0.6872,,0,False,-0.024,28.62,-0.007,0.0248,Healthy,2026-02-07T04:12:17.222855,2026-02-07T04:12:17.222856
P13285,LATAM,Bank,False,Silver,4,2099.61,525.69,10,5,0.5994,3,False,0,0.19,1.0,0.4836,,0,True,-0.559,-111.46,0.007,-0.039,Passive_Disengagement,2026-02-07T04:12:17.222911,2026-02-07T04:12:17.222912
P13286,LATAM,P2P,False,Silver,34,1127.89,478.66,22,3,0.4899,6,False,1,0.05,0.1279,0.6697,,0,False,0.175,30.63,-0.07,0.0221,Healthy,2026-02-07T04:12:17.222970,2026-02-07T04:12:17.222971
P13287,LATAM,Agent,False,Bronze,17,5199.55,1498.63,11,2,0.7007,2,False,1,0.08,1.0,0.5533,,0,False,0.205,25.21,0.137,0.0018,Healthy,2026-02-07T04:12:17.223022,2026-02-07T04:12:17.223023
P13288,APAC,Bank,False,Platinum,1,1894.61,609.14,8,0,0.6989,1,False,1,0.1,0.0,0.7511,,0,False,0.192,42.86,0.016,-0.0083,Healthy,2026-02-07T04:12:17.223080,2026-02-07T04:12:17.223081
P13289,MENA,Agent,False,Platinum,11,4522.54,1205.71,11,6,0.9067,3,False,0,0.14,0.0,0.6535,,0,False,-0.104,32.86,-0.068,-0.0064,Healthy,2026-02-07T04:12:17.223136,2026-02-07T04:12:17.223137
P13290,CIS,Crypto,False,Bronze,24,2106.92,835.19,0,12,0.6236,1,False,0,0.03,1.0,0.7245,,0,False,0.167,2.7,0.065,-0.0182,Healthy,2026-02-07T04:12:17.223190,2026-02-07T04:12:17.223191
P13291,LATAM,Bank,False,Bronze,1,100000.0,29855.37,24,5,0.7094,0,False,1,0.3,1.0,0.7538,,0,False,0.043,-13.16,0.079,0.0333,Healthy,2026-02-07T04:12:17.223242,2026-02-07T04:12:17.223243
P13292,APAC,P2P,False,Bronze,4,1574.11,542.75,19,13,0.5409,3,False,0,0.26,1.0,0.6881,,0,True,0.436,-90.29,-0.159,-0.0112,Passive_Disengagement,2026-02-07T04:12:17.223297,2026-02-07T04:12:17.223298
P13293,EMEA,P2P,False,Bronze,19,1145.76,164.95,13,9,0.7097,6,False,0,0.09,1.0,0.5791,,0,False,0.185,42.71,0.144,-0.0031,Healthy,2026-02-07T04:12:17.223349,2026-02-07T04:12:17.223350
P13294,Africa,Bank,False,Bronze,26,1077.77,485.88,21,4,0.5603,5,True,0,0.06,1.0,0.382,,0,False,0.111,3.71,0.252,-0.0091,Healthy,2026-02-07T04:12:17.223404,2026-02-07T04:12:17.223405
P13295,MENA,Agent,False,Bronze,2,1617.11,461.05,3,4,0.8088,3,False,0,0.35,1.0,0.4625,,0,False,0.11,25.45,0.004,0.0107,Healthy,2026-02-07T04:12:17.223456,2026-02-07T04:12:17.223457
P13296,CIS,Crypto,False,Silver,34,3348.83,1100.51,19,0,0.7345,2,False,1,0.21,1.0,0.6851,,0,False,-0.034,6.39,-0.038,-0.0059,Healthy,2026-02-07T04:12:17.223514,2026-02-07T04:12:17.223515
P13297,MENA,P2P,False,Gold,50,3060.16,1044.18,17,0,0.7191,6,True,1,0.26,0.0,0.74,,0,False,0.321,-18.06,0.131,-0.0208,Healthy,2026-02-07T04:12:17.223573,2026-02-07T04:12:17.223574
P13298,APAC,Crypto,False,Bronze,15,1298.37,472.51,10,5,0.6991,2,False,0,0.16,1.0,0.5885,,0,True,-0.323,-39.59,0.051,-0.0023,Passive_Disengagement,2026-02-07T04:12:17.223628,2026-02-07T04:12:17.223629
P13299,LATAM,P2P,False,Bronze,20,1270.79,129.67,11,10,0.5395,6,False,0,0.06,1.0,0.4512,,0,False,-0.097,3.11,-0.045,-0.0076,Healthy,2026-02-07T04:12:17.223683,2026-02-07T04:12:17.223684
P13300,LATAM,Bank,False,Bronze,25,8470.52,2296.93,17,0,0.7098,3,False,0,0.11,1.0,0.5635,,0,False,0.013,38.87,0.026,-0.0076,Healthy,2026-02-07T04:12:17.223738,2026-02-07T04:12:17.223739
P13301,APAC,Crypto,False,Bronze,45,2814.63,1027.03,22,2,0.5535,4,False,1,0.35,1.0,0.6432,,0,False,0.259,2.81,-0.056,0.0131,Healthy,2026-02-07T04:12:17.223793,2026-02-07T04:12:17.223794
P13302,LATAM,Mobile_Money,False,Silver,2,1427.5,554.99,17,0,0.1683,2,False,0,0.43,0.4275,0.6913,,0,False,0.427,26.47,0.053,0.0019,Healthy,2026-02-07T04:12:17.223852,2026-02-07T04:12:17.223853
P13303,EMEA,Bank,False,Bronze,44,1205.47,599.48,13,1,0.8083,4,False,0,0.14,1.0,0.3856,,0,False,0.074,7.63,0.011,0.0187,Healthy,2026-02-07T04:12:17.223906,2026-02-07T04:12:17.223907
P13304,LATAM,Crypto,False,Bronze,14,1173.61,24.13,23,4,0.2046,3,False,2,0.12,1.0,0.331,,0,True,-0.307,-175.36,-0.126,-0.0615,Passive_Disengagement,2026-02-07T04:12:17.223961,2026-02-07T04:12:17.223962
P13305,Africa,Mobile_Money,False,Silver,3,1773.71,553.95,25,6,0.6633,4,False,0,0.18,0.7737,0.377,,0,False,0.195,-65.64,-0.054,0.0028,Healthy,2026-02-07T04:12:17.224023,2026-02-07T04:12:17.224023
P13306,APAC,P2P,False,Silver,10,2495.14,425.59,29,7,0.7989,3,False,0,0.26,1.0,0.2402,,0,False,0.313,15.2,0.041,0.0056,Healthy,2026-02-07T04:12:17.224082,2026-02-07T04:12:17.224083
P13307,APAC,P2P,False,Bronze,26,2269.53,684.11,22,5,0.6537,7,False,1,0.16,1.0,0.3923,,0,False,-0.014,-10.35,-0.004,0.0037,Healthy,2026-02-07T04:12:17.224134,2026-02-07T04:12:17.224135
P13308,EMEA,Agent,False,Bronze,65,2481.4,977.95,15,10,0.9182,2,False,0,0.22,1.0,0.8032,,0,False,0.169,23.14,0.04,0.0001,Healthy,2026-02-07T04:12:17.224186,2026-02-07T04:12:17.224187
P13309,CIS,Bank,False,Silver,11,1647.52,686.22,12,10,0.7302,6,False,2,0.25,0.6475,0.7913,,0,True,-0.001,-67.36,-0.226,-0.0307,Passive_Disengagement,2026-02-07T04:12:17.224245,2026-02-07T04:12:17.224246
P13310,EMEA,Agent,True,Silver,99,2265.25,743.45,0,21,0.6084,0,False,0,0.28,1.0,0.4923,72.09,12,True,0.066,-69.51,-0.107,-0.0098,Network_Contagion,2026-02-07T04:12:17.224301,2026-02-07T04:12:17.224302
P13311,LATAM,Mobile_Money,False,Gold,11,1153.76,254.43,9,6,0.6499,4,False,1,0.21,0.0,0.5386,,0,False,-0.119,40.04,-0.024,0.0297,Healthy,2026-02-07T04:12:17.224356,2026-02-07T04:12:17.224357
P13312,Africa,Mobile_Money,False,Bronze,6,1081.0,458.1,25,1,0.8519,5,False,0,0.36,1.0,0.6582,,0,False,-0.038,-71.65,-0.025,-0.0021,Healthy,2026-02-07T04:12:17.224408,2026-02-07T04:12:17.224409
P13313,EMEA,Mobile_Money,False,Bronze,38,1223.86,505.55,13,3,0.5817,0,False,1,0.11,1.0,0.2589,,0,False,-0.299,-2.15,-0.057,0.0159,Healthy,2026-02-07T04:12:17.224460,2026-02-07T04:12:17.224461
P13314,LATAM,Agent,False,Silver,6,1716.87,336.98,9,0,0.6357,3,False,1,0.18,0.7169,0.7098,,0,True,0.144,-87.58,0.085,0.0238,Passive_Disengagement,2026-02-07T04:12:17.224516,2026-02-07T04:12:17.224517
P13315,Africa,P2P,False,Bronze,17,1084.99,652.25,7,4,0.7152,1,False,0,0.4,1.0,0.7003,,0,False,0.016,21.13,-0.002,0.023,Healthy,2026-02-07T04:12:17.224571,2026-02-07T04:12:17.224572
P13316,LATAM,Bank,False,Silver,46,6941.9,1833.11,17,0,0.8481,3,False,1,0.1,1.0,0.7947,,0,False,-0.143,65.9,0.092,-0.0195,Healthy,2026-02-07T04:12:17.224626,2026-02-07T04:12:17.224627
P13317,EMEA,Crypto,True,Bronze,6,2140.5,611.65,15,0,0.5516,6,False,0,0.23,1.0,0.4401,87.5,5,True,0.35,-2.01,-0.146,0.0227,Network_Contagion,2026-02-07T04:12:17.224678,2026-02-07T04:12:17.224679
P13318,Africa,P2P,False,Gold,27,7230.16,2128.58,16,0,0.6539,1,False,0,0.07,0.446,0.7166,,0,False,-0.339,17.48,-0.004,0.0187,Healthy,2026-02-07T04:12:17.224734,2026-02-07T04:12:17.224735
P13319,EMEA,Crypto,False,Silver,15,2845.54,919.88,26,4,0.4882,4,False,0,0.16,1.0,0.6671,,0,False,0.084,-17.1,-0.01,0.0066,Healthy,2026-02-07T04:12:17.224790,2026-02-07T04:12:17.224790
P13320,LATAM,Bank,False,Bronze,20,1213.49,694.2,15,4,0.7764,1,False,0,0.35,1.0,0.8091,,0,True,-0.242,-15.63,-0.008,-0.0204,Passive_Disengagement,2026-02-07T04:12:17.224842,2026-02-07T04:12:17.224843
P13321,LATAM,Agent,False,Gold,8,7498.26,2117.49,25,3,0.7936,3,False,0,0.24,0.4997,0.7709,,0,False,0.171,42.42,0.014,0.0106,Healthy,2026-02-07T04:12:17.224898,2026-02-07T04:12:17.224899
P13322,EMEA,Crypto,True,Silver,30,1008.79,338.75,10,0,0.8311,3,False,0,0.27,0.0088,0.7207,78.26,10,True,-0.059,-124.17,-0.121,-0.0715,Network_Contagion,2026-02-07T04:12:17.224956,2026-02-07T04:12:17.224957
P13323,EMEA,Crypto,False,Bronze,13,1147.7,672.83,2,17,0.8657,4,True,0,0.29,1.0,0.5991,,0,True,-0.162,-77.77,0.056,-0.0207,Trust_Erosion,2026-02-07T04:12:17.225011,2026-02-07T04:12:17.225014
P13324,APAC,P2P,False,Platinum,24,1302.88,503.81,3,1,0.9444,4,False,1,0.11,0.0,0.668,,0,False,0.215,-8.25,0.056,-0.0244,Healthy,2026-02-07T04:12:17.225069,2026-02-07T04:12:17.225070
P13325,Africa,Crypto,False,Silver,4,12365.81,3763.6,8,1,0.6092,1,False,0,0.07,1.0,0.3185,,0,True,-0.026,-24.52,-0.02,-0.0161,Passive_Disengagement,2026-02-07T04:12:17.225124,2026-02-07T04:12:17.225125
P13326,LATAM,Mobile_Money,False,Gold,1,1285.1,455.77,24,1,0.6961,3,False,1,0.32,0.0,0.4592,,0,False,-0.014,5.27,-0.095,-0.007,Healthy,2026-02-07T04:12:17.225184,2026-02-07T04:12:17.225185
P13327,MENA,Crypto,False,Bronze,1,20833.44,6005.68,17,4,0.6499,2,False,0,0.22,1.0,0.5219,,0,True,-0.013,-75.05,-0.073,-0.0275,Passive_Disengagement,2026-02-07T04:12:17.225240,2026-02-07T04:12:17.225241
P13328,EMEA,Bank,False,Silver,21,9000.92,2686.9,22,16,0.4331,1,False,2,0.28,1.0,0.5039,,0,False,-0.072,63.37,0.066,0.0046,Healthy,2026-02-07T04:12:17.225298,2026-02-07T04:12:17.225299
P13329,Africa,Crypto,False,Bronze,1,1032.94,235.04,20,4,0.4983,3,False,1,0.48,1.0,0.5516,,0,False,0.126,-18.24,0.105,-0.0034,Healthy,2026-02-07T04:12:17.225355,2026-02-07T04:12:17.225356
P13330,EMEA,Agent,False,Bronze,2,1274.77,372.23,13,4,0.6525,2,False,0,0.27,1.0,0.3301,,0,False,0.032,66.89,0.04,0.0314,Healthy,2026-02-07T04:12:17.225406,2026-02-07T04:12:17.225407
P13331,EMEA,P2P,False,Silver,18,10790.05,3379.86,9,4,0.6928,2,False,0,0.02,1.0,0.4623,,0,False,-0.028,-12.51,0.252,0.0248,Healthy,2026-02-07T04:12:17.225462,2026-02-07T04:12:17.225463
P13332,Africa,Mobile_Money,False,Bronze,16,15300.44,4445.84,25,4,0.3811,4,False,0,0.16,1.0,0.3676,,0,False,0.119,-29.86,-0.112,0.02,Healthy,2026-02-07T04:12:17.225514,2026-02-07T04:12:17.225515
P13333,Africa,Bank,False,Platinum,16,9830.76,3182.04,15,13,0.44,4,False,0,0.13,0.0,0.5211,,0,False,0.063,9.18,0.008,0.0156,Healthy,2026-02-07T04:12:17.225569,2026-02-07T04:12:17.225570
P13334,LATAM,Crypto,False,Silver,32,1086.24,352.38,29,1,0.7246,2,False,0,0.15,0.0862,0.5848,,0,False,-0.332,1.84,-0.088,0.0005,Healthy,2026-02-07T04:12:17.225624,2026-02-07T04:12:17.225625
P13335,APAC,P2P,False,Gold,1,1348.36,20.38,17,11,0.4317,3,False,0,0.14,0.0,0.5141,,0,False,0.131,46.41,0.152,0.0142,Healthy,2026-02-07T04:12:17.225680,2026-02-07T04:12:17.225681
P13336,EMEA,Bank,False,Silver,12,3590.34,909.39,17,4,0.6365,3,False,1,0.16,1.0,0.7339,,0,True,0.227,-37.78,-0.305,-0.0311,Passive_Disengagement,2026-02-07T04:12:17.225738,2026-02-07T04:12:17.225739
P13337,MENA,Mobile_Money,False,Bronze,23,2847.21,912.99,16,10,0.8351,4,False,0,0.4,1.0,0.7392,,0,True,-0.622,-142.67,-0.355,-0.0127,Passive_Disengagement,2026-02-07T04:12:17.225800,2026-02-07T04:12:17.225801
P13338,EMEA,Bank,False,Gold,65,1629.44,424.85,12,1,0.621,10,False,0,0.37,0.0,0.7083,,0,False,-0.444,69.36,0.001,-0.0,Healthy,2026-02-07T04:12:17.225859,2026-02-07T04:12:17.225859
P13339,APAC,Crypto,False,Silver,13,2029.38,298.79,11,2,0.3041,0,False,3,0.47,1.0,0.5273,,0,False,0.1,-14.57,-0.038,-0.0132,Healthy,2026-02-07T04:12:17.225914,2026-02-07T04:12:17.225915
P13340,LATAM,Bank,False,Bronze,9,1743.41,978.92,1,16,0.3829,0,False,0,0.12,1.0,0.8697,,0,False,-0.086,21.86,-0.01,0.028,Healthy,2026-02-07T04:12:17.225969,2026-02-07T04:12:17.225970
P13341,EMEA,Bank,True,Bronze,10,9414.96,2597.43,22,0,0.6975,3,False,0,0.13,1.0,0.7987,75.0,9,False,-0.078,38.3,-0.052,-0.0043,Healthy,2026-02-07T04:12:17.226022,2026-02-07T04:12:17.226023
P13342,MENA,P2P,False,Bronze,46,2985.51,636.22,21,1,0.6183,5,False,1,0.37,1.0,0.6326,,0,False,0.154,-23.63,-0.081,-0.0203,Healthy,2026-02-07T04:12:17.226077,2026-02-07T04:12:17.226078
P13343,LATAM,Mobile_Money,False,Silver,18,1655.39,375.61,11,0,0.6553,6,False,0,0.23,0.6554,0.7712,,0,False,-0.125,35.48,-0.03,-0.0069,Healthy,2026-02-07T04:12:17.226133,2026-02-07T04:12:17.226134
P13344,APAC,P2P,False,Bronze,6,1111.92,223.31,12,6,0.4893,2,False,2,0.2,1.0,0.408,,0,False,0.287,-8.19,-0.006,-0.0096,Healthy,2026-02-07T04:12:17.226186,2026-02-07T04:12:17.226187
P13345,LATAM,Bank,False,Bronze,1,3087.1,872.85,12,9,0.5397,4,False,0,0.11,1.0,0.7927,,0,True,-0.089,-105.46,-0.148,-0.0375,Passive_Disengagement,2026-02-07T04:12:17.226243,2026-02-07T04:12:17.226244
P13346,CIS,P2P,False,Bronze,13,2540.28,912.46,13,2,0.5963,2,False,0,0.07,1.0,0.7606,,0,True,-0.124,-90.66,-0.113,-0.0179,Passive_Disengagement,2026-02-07T04:12:17.226297,2026-02-07T04:12:17.226298
P13347,Africa,Agent,False,Silver,39,1821.41,616.16,23,2,0.2857,2,False,0,0.15,0.8214,0.7479,,0,False,-0.018,-10.42,-0.133,0.038,Healthy,2026-02-07T04:12:17.226357,2026-02-07T04:12:17.226358
P13348,LATAM,Crypto,False,Bronze,1,1076.23,153.32,28,3,0.732,5,False,1,0.28,1.0,0.5425,,0,False,0.477,-23.24,-0.02,0.0001,Healthy,2026-02-07T04:12:17.226460,2026-02-07T04:12:17.226462
P13349,MENA,Agent,False,Bronze,30,3889.39,873.44,11,0,0.6806,6,False,0,0.41,1.0,0.7025,,0,False,0.003,24.24,0.005,-0.0026,Healthy,2026-02-07T04:12:17.226525,2026-02-07T04:12:17.226526
P13350,MENA,Crypto,False,Bronze,4,1219.77,822.89,29,4,0.7156,3,True,0,0.15,1.0,0.603,,0,False,0.357,48.59,0.036,-0.0159,Healthy,2026-02-07T04:12:17.226578,2026-02-07T04:12:17.226579
P13351,LATAM,Crypto,False,Bronze,43,1409.53,41.39,6,24,0.7685,5,True,1,0.22,1.0,0.5519,,0,False,0.019,-36.26,0.082,0.0226,Healthy,2026-02-07T04:12:17.226632,2026-02-07T04:12:17.226633
P13352,Africa,Crypto,False,Bronze,27,1160.03,629.16,22,9,0.7685,6,False,1,0.09,1.0,0.5154,,0,False,0.353,-9.23,0.237,0.0277,Healthy,2026-02-07T04:12:17.226685,2026-02-07T04:12:17.226685
P13353,MENA,Mobile_Money,False,Bronze,39,1261.0,582.07,1,0,0.645,0,False,1,0.19,1.0,0.7663,,0,False,0.206,79.6,0.119,0.044,Healthy,2026-02-07T04:12:17.226737,2026-02-07T04:12:17.226738
P13354,Africa,Crypto,False,Bronze,6,1047.08,490.85,14,5,0.7638,4,False,0,0.25,1.0,0.5912,,0,False,0.146,-8.61,0.029,0.0151,Healthy,2026-02-07T04:12:17.226793,2026-02-07T04:12:17.226794
P13355,CIS,Crypto,False,Bronze,50,7329.17,2450.29,14,11,0.7011,2,False,0,0.07,1.0,0.7318,,0,False,0.141,-38.3,0.036,-0.0043,Healthy,2026-02-07T04:12:17.226850,2026-02-07T04:12:17.226851
P13356,EMEA,Crypto,False,Bronze,20,1065.25,404.16,20,0,0.4767,3,False,1,0.11,1.0,0.8736,,0,False,0.046,-26.94,-0.025,0.0175,Healthy,2026-02-07T04:12:17.226902,2026-02-07T04:12:17.226903
P13357,LATAM,Crypto,False,Bronze,31,1007.14,374.88,21,4,0.43,2,False,1,0.12,1.0,0.5183,,0,False,0.047,-3.21,-0.046,-0.0034,Healthy,2026-02-07T04:12:17.226954,2026-02-07T04:12:17.226955
P13358,EMEA,P2P,False,Bronze,4,1476.11,1.51,29,0,0.5002,5,False,0,0.04,1.0,0.5579,,0,True,-0.317,-77.18,-0.191,-0.033,Passive_Disengagement,2026-02-07T04:12:17.227006,2026-02-07T04:12:17.227007
P13359,APAC,Mobile_Money,False,Bronze,21,8817.22,2791.95,15,6,0.4712,1,False,1,0.34,1.0,0.5557,,0,False,0.145,3.62,-0.03,-0.0083,Healthy,2026-02-07T04:12:17.227059,2026-02-07T04:12:17.227060
P13360,EMEA,Bank,False,Bronze,10,1506.59,21.5,18,0,0.6416,2,False,2,0.18,1.0,0.6892,,0,True,-0.068,-93.39,0.027,-0.0154,Passive_Disengagement,2026-02-07T04:12:17.227113,2026-02-07T04:12:17.227114
P13361,EMEA,Agent,False,Silver,20,23528.07,6658.37,25,12,0.6021,1,False,1,0.05,1.0,0.4435,,0,False,0.049,11.89,0.109,0.0157,Healthy,2026-02-07T04:12:17.227172,2026-02-07T04:12:17.227172
P13362,MENA,P2P,False,Bronze,32,81543.33,24565.39,34,1,0.6227,7,False,0,0.36,1.0,0.695,,0,False,0.229,37.89,0.082,0.0339,Healthy,2026-02-07T04:12:17.227227,2026-02-07T04:12:17.227227
P13363,EMEA,P2P,False,Bronze,13,1031.71,245.82,16,5,0.879,0,False,1,0.38,1.0,0.3582,,0,False,0.131,13.89,0.014,-0.0052,Healthy,2026-02-07T04:12:17.227278,2026-02-07T04:12:17.227279
P13364,APAC,Crypto,False,Bronze,30,1076.47,61.68,8,5,0.5348,2,False,0,0.15,1.0,0.3369,,0,False,-0.256,-1.83,-0.046,0.0088,Healthy,2026-02-07T04:12:17.227333,2026-02-07T04:12:17.227334
P13365,CIS,Crypto,False,Gold,26,3269.1,706.2,20,1,0.8801,4,False,0,0.12,0.0,0.5223,,0,False,-0.112,27.61,0.156,0.0151,Healthy,2026-02-07T04:12:17.227389,2026-02-07T04:12:17.227390
P13366,EMEA,Bank,False,Bronze,9,1400.03,138.55,22,6,0.3484,2,False,0,0.46,1.0,0.4653,,0,False,-0.095,-4.81,-0.12,0.0081,Healthy,2026-02-07T04:12:17.227443,2026-02-07T04:12:17.227444
P13367,LATAM,Bank,False,Bronze,8,4612.24,1052.67,0,4,0.4909,6,True,1,0.11,1.0,0.6079,,0,True,0.1,-91.0,-0.058,-0.0081,Passive_Disengagement,2026-02-07T04:12:17.227498,2026-02-07T04:12:17.227499
P13368,APAC,Crypto,False,Bronze,3,15330.22,4714.69,13,13,0.6604,2,False,1,0.17,1.0,0.5918,,0,False,0.202,-10.44,0.039,0.0163,Healthy,2026-02-07T04:12:17.227561,2026-02-07T04:12:17.227562
P13369,Africa,Agent,False,Bronze,11,1962.0,726.27,16,3,0.5963,3,False,0,0.24,1.0,0.7227,,0,False,0.125,37.13,0.074,-0.0027,Healthy,2026-02-07T04:12:17.227616,2026-02-07T04:12:17.227617
P13370,Africa,Agent,False,Bronze,4,1032.55,239.35,10,14,0.6741,3,False,0,0.1,1.0,0.5606,,0,False,-0.053,-15.7,0.04,0.003,Healthy,2026-02-07T04:12:17.227668,2026-02-07T04:12:17.227669
P13371,CIS,Mobile_Money,False,Bronze,3,3267.3,1127.91,14,0,0.6738,3,False,0,0.09,1.0,0.5431,,0,True,-0.191,-8.51,0.01,-0.049,Passive_Disengagement,2026-02-07T04:12:17.227722,2026-02-07T04:12:17.227723
P13372,APAC,Crypto,False,Silver,6,1354.75,794.51,9,14,0.6818,0,False,1,0.02,0.3548,0.6298,,0,True,-0.092,-195.11,-0.103,-0.042,Passive_Disengagement,2026-02-07T04:12:17.227778,2026-02-07T04:12:17.227779
P13373,LATAM,Crypto,False,Bronze,3,5286.67,1499.64,13,2,0.72,2,False,0,0.02,1.0,0.7517,,0,True,-0.13,-91.24,0.075,-0.0179,Passive_Disengagement,2026-02-07T04:12:17.227830,2026-02-07T04:12:17.227831
P13374,LATAM,P2P,False,Bronze,1,1334.36,389.49,16,5,0.6796,2,False,0,0.1,1.0,0.6222,,0,False,0.282,35.46,-0.069,0.0017,Healthy,2026-02-07T04:12:17.227882,2026-02-07T04:12:17.227883
P13375,LATAM,Bank,False,Silver,51,1858.25,540.86,12,7,0.465,7,False,0,0.22,0.8582,0.6898,,0,False,0.044,-4.56,-0.006,0.0034,Healthy,2026-02-07T04:12:17.227941,2026-02-07T04:12:17.227942
P13376,CIS,Crypto,True,Silver,26,1632.26,392.79,13,0,0.3717,4,False,3,0.35,0.6323,0.3981,80.0,4,False,0.167,-5.18,-0.051,0.0147,Healthy,2026-02-07T04:12:17.228003,2026-02-07T04:12:17.228004
P13377,LATAM,P2P,True,Bronze,25,1864.21,453.04,15,1,0.8097,1,False,1,0.15,1.0,0.5663,82.61,8,False,-0.303,-22.54,0.151,0.0354,Healthy,2026-02-07T04:12:17.228058,2026-02-07T04:12:17.228059
P13378,CIS,Agent,False,Platinum,28,2008.89,472.54,10,1,0.4562,3,False,0,0.33,0.0,0.5637,,0,False,0.044,-24.26,0.115,0.0061,Healthy,2026-02-07T04:12:17.228140,2026-02-07T04:12:17.228141
P13379,Africa,Mobile_Money,False,Bronze,19,1807.31,611.64,5,6,0.6542,0,False,1,0.32,1.0,0.1854,,0,False,0.087,-10.92,-0.02,0.0272,Healthy,2026-02-07T04:12:17.228209,2026-02-07T04:12:17.228210
P13380,Africa,Agent,False,Gold,4,1705.05,227.84,1,1,0.3669,6,False,0,0.03,0.0,0.7101,,0,True,-0.67,-61.72,0.01,-0.0234,Tier_Cliff_Anxiety,2026-02-07T04:12:17.228273,2026-02-07T04:12:17.228276
P13381,LATAM,Crypto,False,Gold,1,17274.86,4936.63,10,3,0.3631,1,False,0,0.02,1.0,0.6415,,0,False,0.41,30.98,0.057,0.0012,Healthy,2026-02-07T04:12:17.228336,2026-02-07T04:12:17.228337
P13382,Africa,P2P,False,Bronze,63,1061.04,285.82,12,2,0.523,6,False,0,0.08,1.0,0.8768,,0,False,0.121,12.32,0.11,0.0058,Healthy,2026-02-07T04:12:17.228396,2026-02-07T04:12:17.228397
P13383,EMEA,Crypto,False,Bronze,1,1220.26,431.12,12,9,0.7418,5,True,0,0.02,1.0,0.5446,,0,True,-0.002,-40.59,-0.138,-0.0385,Passive_Disengagement,2026-02-07T04:12:17.228450,2026-02-07T04:12:17.228451
P13384,EMEA,P2P,False,Bronze,16,16557.13,5007.54,22,4,0.3059,2,False,0,0.11,1.0,0.5168,,0,False,-0.421,-5.35,-0.003,0.0399,Healthy,2026-02-07T04:12:17.228503,2026-02-07T04:12:17.228504
